roll_number,student_name,programme,department,batch,section,course_code,course_name,semester,academic_year,total_marks,grade,grade_point,result_status
25CSA004,Student A4,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA004,Student A4,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA004,Student A4,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA004,Student A4,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA004,Student A4,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA005,Student A5,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA005,Student A5,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA005,Student A5,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA005,Student A5,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA005,Student A5,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA006,Student A6,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA006,Student A6,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA006,Student A6,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA006,Student A6,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA006,Student A6,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA007,Student A7,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA007,Student A7,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA007,Student A7,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA007,Student A7,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA007,Student A7,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA008,Student A8,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA008,Student A8,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA008,Student A8,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA008,Student A8,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA008,Student A8,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA009,Student A9,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA009,Student A9,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA009,Student A9,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA009,Student A9,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA009,Student A9,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA010,Student A10,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA010,Student A10,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA010,Student A10,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA010,Student A10,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA010,Student A10,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA011,Student A11,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA011,Student A11,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA011,Student A11,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA011,Student A11,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA011,Student A11,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA012,Student A12,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA012,Student A12,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA012,Student A12,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA012,Student A12,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA012,Student A12,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA013,Student A13,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA013,Student A13,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA013,Student A13,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA013,Student A13,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA013,Student A13,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA014,Student A14,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA014,Student A14,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA014,Student A14,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA014,Student A14,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA014,Student A14,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA015,Student A15,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA015,Student A15,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA015,Student A15,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA015,Student A15,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA015,Student A15,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA016,Student A16,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA016,Student A16,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA016,Student A16,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA016,Student A16,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA016,Student A16,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA017,Student A17,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA017,Student A17,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA017,Student A17,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA017,Student A17,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA017,Student A17,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA018,Student A18,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA018,Student A18,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA018,Student A18,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA018,Student A18,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA018,Student A18,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA019,Student A19,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA019,Student A19,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA019,Student A19,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA019,Student A19,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA019,Student A19,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA020,Student A20,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA020,Student A20,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA020,Student A20,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA020,Student A20,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA020,Student A20,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA021,Student A21,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA021,Student A21,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA021,Student A21,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA021,Student A21,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA021,Student A21,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA022,Student A22,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA022,Student A22,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA022,Student A22,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA022,Student A22,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA022,Student A22,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA023,Student A23,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA023,Student A23,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA023,Student A23,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA023,Student A23,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA023,Student A23,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA024,Student A24,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA024,Student A24,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA024,Student A24,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA024,Student A24,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA024,Student A24,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA025,Student A25,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA025,Student A25,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA025,Student A25,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA025,Student A25,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA025,Student A25,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA026,Student A26,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA026,Student A26,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA026,Student A26,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA026,Student A26,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA026,Student A26,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA027,Student A27,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA027,Student A27,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA027,Student A27,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA027,Student A27,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA027,Student A27,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA028,Student A28,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA028,Student A28,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA028,Student A28,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA028,Student A28,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA028,Student A28,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA029,Student A29,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA029,Student A29,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA029,Student A29,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA029,Student A29,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA029,Student A29,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA030,Student A30,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA030,Student A30,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA030,Student A30,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA030,Student A30,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA030,Student A30,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA031,Student A31,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA031,Student A31,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA031,Student A31,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA031,Student A31,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA031,Student A31,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA032,Student A32,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA032,Student A32,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA032,Student A32,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA032,Student A32,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA032,Student A32,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA033,Student A33,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA033,Student A33,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA033,Student A33,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA033,Student A33,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA033,Student A33,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA034,Student A34,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA034,Student A34,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA034,Student A34,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA034,Student A34,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA034,Student A34,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA035,Student A35,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA035,Student A35,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA035,Student A35,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA035,Student A35,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA035,Student A35,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA036,Student A36,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA036,Student A36,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA036,Student A36,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA036,Student A36,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA036,Student A36,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA037,Student A37,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA037,Student A37,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA037,Student A37,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA037,Student A37,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA037,Student A37,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA038,Student A38,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA038,Student A38,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA038,Student A38,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA038,Student A38,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA038,Student A38,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA039,Student A39,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA039,Student A39,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA039,Student A39,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA039,Student A39,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA039,Student A39,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA040,Student A40,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA040,Student A40,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA040,Student A40,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA040,Student A40,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA040,Student A40,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA041,Student A41,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA041,Student A41,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA041,Student A41,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA041,Student A41,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA041,Student A41,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA042,Student A42,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA042,Student A42,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA042,Student A42,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA042,Student A42,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA042,Student A42,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA043,Student A43,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA043,Student A43,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA043,Student A43,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA043,Student A43,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA043,Student A43,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA044,Student A44,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA044,Student A44,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
